,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss
0,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value
1,0.0,0.09663939476013184,7137.37158203125,0.01673121750354767,,,,,,,0.0,0.10454747825860977,4716.00390625,0.015915891155600548,,,,,,,0.0,0.09636502712965012,8064.74462890625,0.011387666687369347,,,,,,,0.0,0.10277142375707626,6816.62890625,0.003131317440420389,,,,,,,0.0,0.09756582230329514,8733.2802734375,0.0035960469394922256,,,,,,,0.0,0.0952349603176117,8344.6044921875,0.012730333022773266,,,,,,,0.0,0.10184763371944427,5865.55859375,0.012325495481491089,,,,,,,0.0,0.10118836164474487,6562.11474609375,0.00891784392297268,,,,,,,0.0,0.11392410099506378,3556.03662109375,0.006863857619464397,,,,,,,0.0,0.09390932321548462,10337.9970703125,0.0035418816842138767,,,,,,
2,1.0,0.09741988033056259,8159.56005859375,0.007762259338051081,,,,,,,1.0,0.10796691477298737,4004.121337890625,0.01520311739295721,,,,,,,1.0,0.09603625535964966,2545.8994140625,0.012241171672940254,,,,,,,1.0,0.09304378181695938,8860.634765625,0.01604420132935047,,,,,,,1.0,0.06714490056037903,1008.6719360351562,0.009208817034959793,,,,,,,1.0,0.10214392840862274,6296.83740234375,0.00836255680769682,,,,,,,1.0,0.10907796770334244,3895.4775390625,0.013990096747875214,,,,,,,1.0,0.10373794287443161,2839.03564453125,0.0019300844287499785,,,,,,,1.0,0.09719563275575638,8171.2421875,0.00830781925469637,,,,,,,1.0,0.10702768713235855,4098.09326171875,0.016414815559983253,,,,,,
3,2.0,0.09159093350172043,10485.314453125,0.009989096783101559,,,,,,,2.0,0.09067230671644211,9670.9599609375,0.01850965805351734,,,,,,,2.0,0.09643477946519852,8792.8662109375,0.0063783242367208,,,,,,,2.0,0.09793799370527267,7099.65087890625,0.013467378914356232,,,,,,,2.0,0.09616634994745255,8400.0966796875,0.00967430416494608,,,,,,,2.0,0.09266737848520279,8805.9775390625,0.01757097989320755,,,,,,,2.0,0.09024348855018616,10552.8046875,0.014085796661674976,,,,,,,2.0,0.09640585631132126,6969.85693359375,0.018692942336201668,,,,,,,2.0,0.09309917688369751,8659.53125,0.017150193452835083,,,,,,,2.0,0.07341112941503525,1333.72216796875,0.004495243541896343,,,,,,
4,3.0,0.10995984077453613,3508.660400390625,0.016576750203967094,,,,,,,3.0,0.09455922991037369,9536.9921875,0.007043384946882725,,,,,,,3.0,0.09910643100738525,2684.495361328125,0.00955695565789938,,,,,,,3.0,0.09361093491315842,9461.1142578125,0.010499941185116768,,,,,,,3.0,0.1081414595246315,3729.09619140625,0.018101874738931656,,,,,,,3.0,0.11005876213312149,3724.540283203125,0.013667785562574863,,,,,,,3.0,0.10194002836942673,7080.54638671875,0.0032211951911449432,,,,,,,3.0,0.09295444190502167,9076.63671875,0.01507632341235876,,,,,,,3.0,0.10507258772850037,3043.326171875,0.011209814809262753,,,,,,,3.0,0.08934008330106735,10385.017578125,0.01834779419004917,,,,,,
5,4.0,0.10235775262117386,6670.36328125,0.005162668880075216,1.0,0.09890250116586685,2.0,,,,4.0,0.09358204901218414,9926.4658203125,0.007551335729658604,1.0,0.09943625330924988,2.0,,,,4.0,0.0981101393699646,8701.017578125,0.00229540653526783,1.0,0.09698549658060074,2.0,,,,4.0,0.09406084567308426,10547.0830078125,0.0014769702684134245,1.0,0.096841000020504,2.0,,,,4.0,0.0992254689335823,6794.4833984375,0.012296462431550026,1.0,0.09225449711084366,2.0,,,,4.0,0.09430878609418869,10484.142578125,0.0011785337701439857,1.0,0.10002624988555908,2.0,,,,4.0,0.07345603406429291,1338.533203125,0.005918493960052729,1.0,0.10077725350856781,2.0,,,,4.0,0.08393349498510361,1906.716064453125,0.017538752406835556,1.0,0.09857150167226791,2.0,,,,4.0,0.10051179677248001,5941.18603515625,0.015281778760254383,1.0,0.1023230031132698,2.0,,,,4.0,0.10703358054161072,5044.27001953125,0.006976872682571411,1.0,0.09092199802398682,2.0,,,
6,5.0,0.10547298192977905,4596.82763671875,0.014802903868258,,,,,,,5.0,0.11380224674940109,3507.25341796875,0.006273244973272085,,,,,,,5.0,0.10358335077762604,4798.0361328125,0.01755974255502224,,,,,,,5.0,0.059117428958415985,597.2007446289062,0.006084650754928589,,,,,,,5.0,0.1001175194978714,2688.485107421875,0.006797109264880419,,,,,,,5.0,0.10290216654539108,2992.828857421875,0.01892598532140255,,,,,,,5.0,0.06109786406159401,736.1875,0.01530659943819046,,,,,,,5.0,0.07969892024993896,1704.496826171875,0.011654749512672424,,,,,,,5.0,0.0991314947605133,2648.120361328125,0.005932607222348452,,,,,,,5.0,0.06316780298948288,805.0289916992188,0.004953458905220032,,,,,,
7,6.0,0.09535340219736099,7608.90283203125,0.017086246982216835,,,,,,,6.0,0.09519318491220474,8633.61328125,0.011089255101978779,,,,,,,6.0,0.09633319079875946,9378.0439453125,0.0028087380342185497,,,,,,,6.0,0.09031135588884354,10430.2294921875,0.014688200317323208,,,,,,,6.0,0.10135801881551743,6655.39501953125,0.007792824413627386,,,,,,,6.0,0.0937935933470726,9716.248046875,0.00817294605076313,,,,,,,6.0,0.10909789800643921,3613.066162109375,0.017213378101587296,,,,,,,6.0,0.06689669191837311,1045.179443359375,0.014875762164592743,,,,,,,6.0,0.09445921331644058,9638.51171875,0.006603376008570194,,,,,,,6.0,0.09742696583271027,7830.1513671875,0.009913747198879719,,,,,,
8,7.0,0.08060186356306076,1703.9459228515625,0.008591249585151672,,,,,,,7.0,0.10215470939874649,5145.0556640625,0.017802005633711815,,,,,,,7.0,0.11300171166658401,3511.5185546875,0.009496322833001614,,,,,,,7.0,0.09759204834699631,7124.0419921875,0.014207988977432251,,,,,,,7.0,0.09380443394184113,9653.341796875,0.008563851937651634,,,,,,,7.0,0.11053664237260818,3583.72314453125,0.014212626032531261,,,,,,,7.0,0.08531466126441956,1994.87744140625,0.017621133476495743,,,,,,,7.0,0.10050037503242493,6612.29296875,0.010308327153325081,,,,,,,7.0,0.09671448171138763,9291.4208984375,0.0023129552137106657,,,,,,,7.0,0.10399004071950912,5600.1669921875,0.009447754360735416,,,,,,
9,8.0,0.09215175360441208,9724.9609375,0.013329862616956234,1.0,0.09742449969053268,2.0,,,,8.0,0.09724254906177521,8084.92822265625,0.008774816058576107,1.0,0.10030962526798248,2.0,,,,8.0,0.10259789973497391,2847.388427734375,0.007531784009188414,1.0,0.09987124800682068,2.0,,,,8.0,0.09844877570867538,7611.43505859375,0.008605007082223892,1.0,0.09105562418699265,2.0,,,,8.0,0.09819450229406357,7519.1923828125,0.010048197582364082,1.0,0.09544037282466888,2.0,,,,8.0,0.1072317585349083,5605.44580078125,0.0017019882798194885,1.0,0.10020587593317032,2.0,,,,8.0,0.11421707272529602,3465.794189453125,0.00199216790497303,1.0,0.09150949865579605,2.0,,,,8.0,0.10659465938806534,4545.04150390625,0.012688175775110722,1.0,0.09066437184810638,2.0,,,,8.0,0.10146086663007736,7330.5390625,0.0027662492357194424,1.0,0.10001350194215775,2.0,,,,8.0,0.06726720929145813,1019.3778686523438,0.0062751867808401585,1.0,0.0919133722782135,2.0,,,
