,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss
0,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value
1,0.0,0.10458213835954666,5615.716796875,0.007882995530962944,,,,,,,0.0,0.09804941713809967,7305.30322265625,0.011851653456687927,,,,,,,0.0,0.09354668855667114,8291.0576171875,0.018083959817886353,,,,,,,0.0,0.10569581389427185,4596.95458984375,0.014248349703848362,,,,,,,0.0,0.10040747374296188,6945.578125,0.008234978653490543,,,,,,,0.0,0.07738126069307327,1526.1697998046875,0.001740800915285945,,,,,,,0.0,0.10280993580818176,6957.478515625,0.002026171889156103,,,,,,,0.0,0.09960943460464478,6575.93115234375,0.012886208482086658,,,,,,,0.0,0.1074838861823082,4771.64306640625,0.008414401672780514,,,,,,,0.0,0.10439217835664749,3034.2685546875,0.01572381891310215,,,,,,
2,1.0,0.10631223767995834,5208.77294921875,0.007152642589062452,,,,,,,1.0,0.11044559627771378,3411.417236328125,0.014486832544207573,,,,,,,1.0,0.06672363728284836,979.92529296875,0.0029707830399274826,,,,,,,1.0,0.10773183405399323,5308.1015625,0.0030722455121576786,,,,,,,1.0,0.09616174548864365,9231.5107421875,0.004351368173956871,,,,,,,1.0,0.06424743682146072,861.4963989257812,0.004331872798502445,,,,,,,1.0,0.11126506328582764,3311.5166015625,0.005189878866076469,,,,,,,1.0,0.11294841021299362,3746.8095703125,0.006618834566324949,,,,,,,1.0,0.09435410797595978,9061.2978515625,0.010914496146142483,,,,,,,1.0,0.10892045497894287,4213.3642578125,0.01084067951887846,,,,,,
3,2.0,0.10241661220788956,6075.00341796875,0.009391043335199356,,,,,,,2.0,0.09074406325817108,10133.3564453125,0.01531593780964613,,,,,,,2.0,0.1039576306939125,5520.83056640625,0.010227091610431671,,,,,,,2.0,0.09571322798728943,7745.1474609375,0.01532454788684845,,,,,,,2.0,0.06586228311061859,980.7565307617188,0.01880762353539467,,,,,,,2.0,0.10042184591293335,7701.85888671875,0.0027292093727737665,,,,,,,2.0,0.1061517670750618,5311.39453125,0.006755130831152201,,,,,,,2.0,0.094679094851017,7712.8798828125,0.018485218286514282,,,,,,,2.0,0.10623907297849655,5451.2822265625,0.0053501855581998825,,,,,,,2.0,0.11178562045097351,4246.931640625,0.003918683156371117,,,,,,
4,3.0,0.0929708182811737,8837.892578125,0.016422344371676445,,,,,,,3.0,0.09661980718374252,8298.1328125,0.009131559170782566,,,,,,,3.0,0.10678256303071976,4066.024658203125,0.017380254343152046,,,,,,,3.0,0.07559716701507568,1475.61279296875,0.009742113761603832,,,,,,,3.0,0.10003094375133514,6420.23486328125,0.01289014145731926,,,,,,,3.0,0.09340624511241913,10116.4658203125,0.00677880086004734,,,,,,,3.0,0.09415937215089798,10073.685546875,0.004695116076618433,,,,,,,3.0,0.07025013864040375,1198.28759765625,0.011672359891235828,,,,,,,3.0,0.09229322522878647,9876.8642578125,0.012038239277899265,,,,,,,3.0,0.10645066201686859,3087.6494140625,0.007750457618385553,,,,,,
5,4.0,0.11370252817869186,3890.081298828125,0.003519788384437561,1.0,-0.2696307599544525,1.0,,,,4.0,0.09534530341625214,9284.35546875,0.006387212313711643,1.0,-0.23705925047397614,1.0,,,,4.0,0.09995610266923904,6339.392578125,0.013593549840152264,1.0,-0.24238525331020355,1.0,,,,4.0,0.1061306968331337,5231.720703125,0.007340187206864357,1.0,-0.2298240065574646,1.0,,,,4.0,0.09487531334161758,8500.6650390625,0.012628000229597092,1.0,-0.2210557460784912,1.0,,,,4.0,0.07169757783412933,1296.690673828125,0.01583242043852806,1.0,-0.1631229966878891,1.0,,,,4.0,0.11073626577854156,4147.4423828125,0.007385978940874338,1.0,-0.2949565052986145,1.0,,,,4.0,0.08128376305103302,1726.5618896484375,0.007452649530023336,1.0,-0.24058374762535095,1.0,,,,4.0,0.1098136156797409,3857.423583984375,0.012629210017621517,1.0,-0.2511569857597351,1.0,,,,4.0,0.11142841726541519,3953.5439453125,0.007867218926548958,1.0,-0.34859025478363037,1.0,,,
6,5.0,0.09753655642271042,7220.55224609375,0.013910302892327309,,,,,,,5.0,0.09384781122207642,8989.1689453125,0.012939879670739174,,,,,,,5.0,0.09090712666511536,10313.5224609375,0.013459447771310806,,,,,,,5.0,0.10304191708564758,5813.67431640625,0.009969632141292095,,,,,,,5.0,0.08308474719524384,1831.6705322265625,0.004343669395893812,,,,,,,5.0,0.10449998080730438,4606.20556640625,0.01701972633600235,,,,,,,5.0,0.09784320741891861,8739.28515625,0.0027740751393139362,,,,,,,5.0,0.06776764243841171,1073.7518310546875,0.013551337644457817,,,,,,,5.0,0.10273423790931702,7023.29931640625,0.001731103751808405,,,,,,,5.0,0.107449971139431,4224.97412109375,0.014073667116463184,,,,,,
7,6.0,0.09851180762052536,8350.978515625,0.00349127734079957,,,,,,,6.0,0.11034029722213745,4676.64599609375,0.0028193241450935602,,,,,,,6.0,0.09470167011022568,9921.435546875,0.00391500536352396,,,,,,,6.0,0.11411216855049133,3881.650390625,0.002703704871237278,,,,,,,6.0,0.07788516581058502,1576.42041015625,0.010690508410334587,,,,,,,6.0,0.10690471529960632,4076.57763671875,0.016963016241788864,,,,,,,6.0,0.07386045902967453,1375.4423828125,0.011283155530691147,,,,,,,6.0,0.09359533339738846,9067.0146484375,0.01317845843732357,,,,,,,6.0,0.1051345244050026,4355.9755859375,0.018037747591733932,,,,,,,6.0,0.09208999574184418,8885.5400390625,0.018809296190738678,,,,,,
8,7.0,0.11327389627695084,3946.26904296875,0.0037960181944072247,,,,,,,7.0,0.07365955412387848,1411.20751953125,0.016722962260246277,,,,,,,7.0,0.10344401001930237,6014.86572265625,0.007382492534816265,,,,,,,7.0,0.1047050952911377,6025.2685546875,0.004222424700856209,,,,,,,7.0,0.1021510660648346,6134.1767578125,0.009624107740819454,,,,,,,7.0,0.09458540380001068,8960.564453125,0.01089909952133894,,,,,,,7.0,0.10093450546264648,2871.55029296875,0.01759393885731697,,,,,,,7.0,0.07026886940002441,1209.3226318359375,0.013528604991734028,,,,,,,7.0,0.10623522847890854,4577.64453125,0.013181637041270733,,,,,,,7.0,0.10828832536935806,4462.720703125,0.009576481766998768,,,,,,
9,8.0,0.09467490017414093,7870.05810546875,0.017318490892648697,1.0,-0.29579174518585205,1.0,,,,8.0,0.10633397102355957,3186.582275390625,0.017693277448415756,1.0,-0.22145763039588928,1.0,,,,8.0,0.10869674384593964,4973.166015625,0.0037703346461057663,1.0,-0.22901900112628937,1.0,,,,8.0,0.09656555205583572,7783.833984375,0.01263668667525053,1.0,-0.28364625573158264,1.0,,,,8.0,0.09045711904764175,10375.6533203125,0.014583353884518147,1.0,-0.17650574445724487,1.0,,,,8.0,0.06933051347732544,1117.7542724609375,0.004130542278289795,1.0,-0.19764362275600433,1.0,,,,8.0,0.08951541036367416,10258.3671875,0.018181897699832916,1.0,-0.2656867504119873,1.0,,,,8.0,0.07763466984033585,1561.653076171875,0.011544325388967991,1.0,-0.177858367562294,1.0,,,,8.0,0.10413828492164612,5325.205078125,0.011307340115308762,1.0,-0.28794974088668823,1.0,,,,8.0,0.0714554712176323,1226.397705078125,0.0028481041081249714,1.0,-0.3293837606906891,1.0,,,
