,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss
0,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
1,0.0,0.10493230819702148,5725.263671875,0.006099910009652376,,,,,,,,,,,,,0.0,0.1013425812125206,5601.8720703125,0.01590009033679962,,,,,,,,,,,,,0.0,0.09468293190002441,8348.6298828125,0.014288929291069508,,,,,,,,,,,,,0.0,0.1093752533197403,3341.422119140625,0.015788478776812553,,,,,,,,,,,,,0.0,0.10166426748037338,6816.08642578125,0.005828083027154207,,,,,,,,,,,,,0.0,0.10905346274375916,4632.3671875,0.0060585057362914085,,,,,,,,,,,,,0.0,0.06904735416173935,1097.5625,0.0032646264880895615,,,,,,,,,,,,,0.0,0.10194841772317886,5657.86474609375,0.013892889022827148,,,,,,,,,,,,,0.0,0.09979567676782608,7456.89306640625,0.006042304448783398,,,,,,,,,,,,,0.0,0.07520117610692978,1449.0728759765625,0.00933663360774517,,,,,,,,,,,,
2,1.0,0.0984984040260315,8355.888671875,0.0034932494163513184,,,,,,,,,,,,,1.0,0.10330279171466827,4943.4384765625,0.016668766736984253,,,,,,,,,,,,,1.0,0.10073462128639221,6788.08984375,0.008416742086410522,,,,,,,,,,,,,1.0,0.10121697187423706,6579.67236328125,0.00871197134256363,,,,,,,,,,,,,1.0,0.09960320591926575,8017.85791015625,0.0026813680306077003,,,,,,,,,,,,,1.0,0.09664973616600037,8783.0927734375,0.005835283547639847,,,,,,,,,,,,,1.0,0.0896206647157669,10228.5361328125,0.018465345725417137,,,,,,,,,,,,,1.0,0.09678139537572861,7732.70947265625,0.012436543591320515,,,,,,,,,,,,,1.0,0.09434371441602707,8664.8857421875,0.013354635797441006,,,,,,,,,,,,,1.0,0.11059332638978958,3252.24853515625,0.0016750674694776535,,,,,,,,,,,,
3,2.0,0.09713352471590042,7868.54345703125,0.010251125320792198,,,,,,,,,,,,,2.0,0.10772775858640671,5022.2431640625,0.005556255578994751,,,,,,,,,,,,,2.0,0.09965895116329193,6657.43994140625,0.012128712609410286,,,,,,,,,,,,,2.0,0.09932764619588852,7293.06201171875,0.008515751920640469,,,,,,,,,,,,,2.0,0.08434612303972244,1889.7569580078125,0.008269126527011395,,,,,,,,,,,,,2.0,0.11003894358873367,4077.623779296875,0.009540054015815258,,,,,,,,,,,,,2.0,0.10793066024780273,4154.3544921875,0.01382808294147253,,,,,,,,,,,,,2.0,0.11218015849590302,4046.5166015625,0.005108010955154896,,,,,,,,,,,,,2.0,0.08449853211641312,1877.3140869140625,0.0028667866718024015,,,,,,,,,,,,,2.0,0.10805380344390869,5243.103515625,0.0028577856719493866,,,,,,,,,,,,
4,3.0,0.06372275203466415,830.0413818359375,0.0067929793149232864,,,,,,,,,,,,,3.0,0.0979890301823616,6535.08544921875,0.017453646287322044,,,,,,,,,,,,,3.0,0.06966257840394974,1191.9207763671875,0.015446444973349571,,,,,,,,,,,,,3.0,0.08482646942138672,1945.749755859375,0.014114311896264553,,,,,,,,,,,,,3.0,0.10978421568870544,3913.79296875,0.012119712308049202,,,,,,,,,,,,,3.0,0.10364516824483871,5224.439453125,0.01334923505783081,,,,,,,,,,,,,3.0,0.07520153373479843,1410.70751953125,0.005244824569672346,,,,,,,,,,,,,3.0,0.10187780112028122,6611.81640625,0.006810981314629316,,,,,,,,,,,,,3.0,0.0922529324889183,10061.5947265625,0.010872187092900276,,,,,,,,,,,,,3.0,0.10025643557310104,6029.07666015625,0.015160216018557549,,,,,,,,,,,,
5,4.0,0.08862747997045517,10693.0693359375,0.01876777596771717,,,,,,,,,,,,,4.0,0.09553300589323044,8729.173828125,0.009426642209291458,,,,,,,,,,,,,4.0,0.09611818939447403,9028.8388671875,0.005873087327927351,,,,,,,,,,,,,4.0,0.10160217434167862,6627.3701171875,0.007388839032500982,,,,,,,,,,,,,4.0,0.09750530123710632,2545.080078125,0.005795679520815611,,,,,,,,,,,,,4.0,0.10418321192264557,5796.81005859375,0.007324032485485077,,,,,,,,,,,,,4.0,0.08825580030679703,10901.4873046875,0.01859675906598568,,,,,,,,,,,,,4.0,0.10994015634059906,3345.56982421875,0.0131062101572752,,,,,,,,,,,,,4.0,0.09823542088270187,7658.05224609375,0.008834383450448513,,,,,,,,,,,,,4.0,0.10585041344165802,4831.45263671875,0.011696669273078442,,,,,,,,,,,,
6,5.0,0.0958559587597847,8248.05078125,0.011527452617883682,,,,,,,,,,,,,5.0,0.09730970114469528,7730.63525390625,0.01099459920078516,,,,,,,,,,,,,5.0,0.09205035865306854,9751.560546875,0.013471647165715694,,,,,,,,,,,,,5.0,0.09829777479171753,7037.98388671875,0.012933393009006977,,,,,,,,,,,,,5.0,0.07037479430437088,1177.4041748046875,0.009811880998313427,,,,,,,,,,,,,5.0,0.09836989641189575,7273.36083984375,0.011219621635973454,,,,,,,,,,,,,5.0,0.10646770149469376,5846.58154296875,0.0015040504513308406,,,,,,,,,,,,,5.0,0.09855356067419052,6917.703125,0.01329702977091074,,,,,,,,,,,,,5.0,0.11241529136896133,4241.45458984375,0.002564356429502368,,,,,,,,,,,,,5.0,0.10445592552423477,6231.27294921875,0.003261025995016098,,,,,,,,,,,,
7,6.0,0.10527263581752777,3040.719970703125,0.01198829896748066,1.0,0.0914616659283638,2.0,14.635825157165527,0.7666666507720947,0.20000000298023224,-18.41988754272461,0.0,0.019999999552965164,-0.1385646015405655,-0.11364525556564331,0.008957769721746445,6.0,0.10385822504758835,5120.7490234375,0.013779478147625923,1.0,0.1005343347787857,2.0,9.974623680114746,0.75,0.20000000298023224,-18.420089721679688,0.0,0.019999999552965164,-0.1580485701560974,-0.1289503574371338,0.009005127474665642,6.0,0.06260386854410172,807.2295532226562,0.016319531947374344,1.0,0.09215133637189865,2.0,15.77633285522461,0.7666666507720947,0.20000000298023224,-18.419841766357422,0.0,0.019999999552965164,-0.12972593307495117,-0.10671273618936539,0.008488000370562077,6.0,0.10198648273944855,6762.16748046875,0.005396039690822363,1.0,0.09910766780376434,2.0,16.61615562438965,0.7666666507720947,0.20000000298023224,-18.419809341430664,0.0,0.019999999552965164,-0.12473946809768677,-0.10214478522539139,0.008630733005702496,6.0,0.11429188400506973,3852.61572265625,0.0026399639900773764,1.0,0.09387949854135513,2.0,13.280745506286621,0.7666666507720947,0.20000000298023224,-18.419944763183594,0.0,0.019999999552965164,-0.1542794406414032,-0.12626470625400543,0.008999904617667198,6.0,0.09903032332658768,7021.3935546875,0.01124122366309166,1.0,0.10365666449069977,2.0,11.14081859588623,0.75,0.20000000298023224,-18.420055389404297,0.0,0.019999999552965164,-0.15026704967021942,-0.12281136959791183,0.00884763989597559,6.0,0.10689611732959747,4376.251953125,0.013772277161478996,1.0,0.08942083269357681,2.0,11.24904727935791,0.7333333492279053,0.20000000298023224,-18.4200496673584,0.0,0.019999999552965164,-0.14894695580005646,-0.12206325680017471,0.008784271776676178,6.0,0.09642592817544937,7360.4609375,0.015797479078173637,1.0,0.10354683548212051,2.0,8.67186450958252,0.7333333492279053,0.20000000298023224,-18.42015838623047,0.0,0.019999999552965164,-0.16081669926643372,-0.13108524680137634,0.00844397023320198,6.0,0.0942850261926651,9090.0166015625,0.010926192626357079,1.0,0.09692366421222687,2.0,12.80400562286377,0.75,0.20000000298023224,-18.419984817504883,0.0,0.019999999552965164,-0.139226496219635,-0.114364393055439,0.008245320990681648,6.0,0.09624356776475906,9270.4375,0.003837083699181676,1.0,0.10073500126600266,2.0,14.240750312805176,0.7666666507720947,0.20000000298023224,-18.41990089416504,0.0,0.019999999552965164,-0.1325070858001709,-0.10834337770938873,0.008749145083129406
8,7.0,0.10734900087118149,4840.78466796875,0.008029703050851822,,,,,,,,,,,,,7.0,0.09855309873819351,6614.92724609375,0.01534203439950943,,,,,,,,,,,,,7.0,0.10372625291347504,3010.64990234375,0.014575157314538956,,,,,,,,,,,,,7.0,0.09814237803220749,8700.140625,0.0022115211468189955,,,,,,,,,,,,,7.0,0.09680730104446411,7536.734375,0.013676867820322514,,,,,,,,,,,,,7.0,0.0988902896642685,2648.7705078125,0.010569756850600243,,,,,,,,,,,,,7.0,0.10570778697729111,3092.565185546875,0.014355535618960857,,,,,,,,,,,,,7.0,0.09443969279527664,10441.1015625,0.001093609374947846,,,,,,,,,,,,,7.0,0.0988132581114769,8320.6337890625,0.002760576084256172,,,,,,,,,,,,,7.0,0.11227971315383911,3369.41845703125,0.00443474343046546,,,,,,,,,,,,
9,8.0,0.09788285940885544,8479.2802734375,0.004299730062484741,,,,,,,,,,,,,8.0,0.06028616055846214,703.5391235351562,0.018332133069634438,,,,,,,,,,,,,8.0,0.10028688609600067,7681.90087890625,0.0032070206943899393,,,,,,,,,,,,,8.0,0.09627397358417511,7635.240234375,0.014389739371836185,,,,,,,,,,,,,8.0,0.09465188533067703,9756.7451171875,0.005217821802943945,,,,,,,,,,,,,8.0,0.10238610208034515,6872.0791015625,0.003696669591590762,,,,,,,,,,,,,8.0,0.09952222555875778,7545.02978515625,0.006299729924649,,,,,,,,,,,,,8.0,0.09722880274057388,2606.25732421875,0.011217821389436722,,,,,,,,,,,,,8.0,0.06533114612102509,916.1044311523438,0.004423942416906357,,,,,,,,,,,,,8.0,0.09358949214220047,10581.083984375,0.00270657055079937,,,,,,,,,,,,
